,file,path,chain_id,n_residues,n_atoms
6101,6xqd_2x.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/6xqd_2x.cif,2x,76,1625
6102,6oxa_XV.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/6oxa_XV.cif,XV,77,1640
6103,8g29_1x.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/8g29_1x.cif,1x,77,1656
6104,7jss_5.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/7jss_5.cif,5,77,1640
6105,8bh4_4.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/8bh4_4.cif,4,77,2468
6106,4w2g_CX.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/4w2g_CX.cif,CX,76,1625
6107,6ord_QV.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/6ord_QV.cif,QV,77,1640
6108,6wda_6.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/6wda_6.cif,6,77,1640
6109,7ssd_6.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/7ssd_6.cif,6,77,1640
6110,8bhp_4.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/8bhp_4.cif,4,77,2478
6111,6boh_NC.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/6boh_NC.cif,NC,77,1642
6112,6i7o_mb.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/6i7o_mb.cif,mb,77,1644
6113,4z3s_2x.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/4z3s_2x.cif,2x,76,1625
6114,7u2i_2x.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/7u2i_2x.cif,2x,77,1656
6115,7jqm_1x.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/7jqm_1x.cif,1x,76,1625
6116,4lt8_XV.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/4lt8_XV.cif,XV,77,1644
6117,6wdc_5.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/6wdc_5.cif,5,77,1640
6118,4p6f_XV.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/4p6f_XV.cif,XV,77,1644
6119,4v8o_AV.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/4v8o_AV.cif,AV,77,1640
6120,7msm_y.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/7msm_y.cif,y,77,1644
6121,4tua_QV.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/4tua_QV.cif,QV,77,1644
6122,7k53_6.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/7k53_6.cif,6,77,1640
6123,8ekc_x.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/8ekc_x.cif,x,76,1625
6124,6oxa_XW.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/6oxa_XW.cif,XW,77,1640
6125,5uyp_X.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/5uyp_X.cif,X,77,1640
6126,7k51_6.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/7k51_6.cif,6,77,1640
6127,4tub_XV.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/4tub_XV.cif,XV,77,1644
6128,6ogf_5.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/6ogf_5.cif,5,73,1556
6129,7rq9_1x.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/7rq9_1x.cif,1x,76,1635
6130,5kpv_31.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/5kpv_31.cif,31,77,1644
6131,6xhy_2x.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/6xhy_2x.cif,2x,76,1635
6132,5u9f_W.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/5u9f_W.cif,W,77,1640
6133,5uyk_X.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/5uyk_X.cif,X,77,1640
6134,5j8b_x.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/5j8b_x.cif,x,77,1645
6135,6bok_GB.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/6bok_GB.cif,GB,77,1642
6136,6xzb_f2.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/6xzb_f2.cif,f2,76,1625
6137,4lsk_XV.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/4lsk_XV.cif,XV,77,1644
6138,5j4d_NC.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/5j4d_NC.cif,NC,77,1642
6139,6wda_5.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/6wda_5.cif,5,77,1640
6140,6oj2_XV.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/6oj2_XV.cif,XV,77,1640
6141,1vy6_AX.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/1vy6_AX.cif,AX,76,1635
6142,8g2b_2x.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/8g2b_2x.cif,2x,76,1635
6143,4v5c_CV.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/4v5c_CV.cif,CV,77,1641
6144,6wdc_6.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/6wdc_6.cif,6,77,1640
6145,5j3c_QV.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/5j3c_QV.cif,QV,77,1640
6146,7k53_5.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/7k53_5.cif,5,77,1640
6147,7ss9_6.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/7ss9_6.cif,6,77,1640
6148,7kgb_y.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/7kgb_y.cif,y,77,1644
6149,5hd1_1x.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/5hd1_1x.cif,1x,76,1625
6150,4z8c_2x.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/4z8c_2x.cif,2x,76,1625
6151,4w2h_AX.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/4w2h_AX.cif,AX,76,1625
6152,6wd9_5.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/6wd9_5.cif,5,77,1640
6153,7msh_y.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/7msh_y.cif,y,75,1602
6154,4tue_QV.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/4tue_QV.cif,QV,77,1644
6155,6qnq_2L.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/6qnq_2L.cif,2L,77,1643
6156,7jql_2x.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/7jql_2x.cif,2x,76,1625
6157,7u2h_1x.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/7u2h_1x.cif,1x,77,1656
6158,5uyl_X.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/5uyl_X.cif,X,77,1640
6159,5hcr_1x.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/5hcr_1x.cif,1x,76,1625
6160,4v8x_CV.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/4v8x_CV.cif,CV,77,1640
6161,4v9i_AV.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/4v9i_AV.cif,AV,77,1640
6162,6bok_LC.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/6bok_LC.cif,LC,77,1642
6163,4yzv_QV.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/4yzv_QV.cif,QV,77,1640
6164,5j4d_IA.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/5j4d_IA.cif,IA,77,1642
6165,4v9n_CW.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/4v9n_CW.cif,CW,77,1640
6166,7st6_7.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/7st6_7.cif,7,77,1640
6167,6wdf_5.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/6wdf_5.cif,5,77,1640
6168,6bz7_XV.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/6bz7_XV.cif,XV,77,1644
6169,6boh_IB.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/6boh_IB.cif,IB,77,1642
6170,6bz7_XW.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/6bz7_XW.cif,XW,76,1618
6171,4v68_AV.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/4v68_AV.cif,AV,77,1645
6172,8bhn_4.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/8bhn_4.cif,4,77,2468
6173,7st6_6.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/7st6_6.cif,6,77,1640
6174,6xqe_1x.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/6xqe_1x.cif,1x,76,1625
6175,6oxi_XV.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/6oxi_XV.cif,XV,77,1640
6176,4v8x_CW.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/4v8x_CW.cif,CW,77,1640
6177,6wdd_6.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/6wdd_6.cif,6,77,1640
6178,8cvj_1x.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/8cvj_1x.cif,1x,77,1646
6179,6boh_D.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/6boh_D.cif,D,77,1642
6180,6nd6_1x.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/6nd6_1x.cif,1x,76,1625
6181,6wd9_6.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/6wd9_6.cif,6,77,1640
6182,4v5k_CV.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/4v5k_CV.cif,CV,77,1640
6183,8g2c_1x.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/8g2c_1x.cif,1x,77,1656
6184,6b4v_HB.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/6b4v_HB.cif,HB,77,1642
6185,6qnq_3K.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/6qnq_3K.cif,3K,77,1640
6186,6bz8_QW.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/6bz8_QW.cif,QW,77,1640
6187,5dfe_QV.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/5dfe_QV.cif,QV,77,1644
6188,8bhl_4.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/8bhl_4.cif,4,77,2478
6189,4v6a_CW.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/4v6a_CW.cif,CW,77,1644
6190,4v7p_AW.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/4v7p_AW.cif,AW,77,1640
6191,8fto_Z.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/8fto_Z.cif,Z,76,1623
6192,5wis_2x.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/5wis_2x.cif,2x,76,1625
6193,5el4_2K.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/5el4_2K.cif,2K,77,1646
6194,5j4d_IB.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/5j4d_IB.cif,IB,77,1642
6195,8ud8_1x.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/8ud8_1x.cif,1x,76,1635
6196,6boh_IA.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/6boh_IA.cif,IA,77,1642
6197,4y4p_1x.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/4y4p_1x.cif,1x,76,1625
6198,4v97_AV.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/4v97_AV.cif,AV,77,1644
6199,8bf7_4.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/8bf7_4.cif,4,77,2468
6200,7rq8_2x.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/7rq8_2x.cif,2x,76,1635
6201,1vvj_XV.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/1vvj_XV.cif,XV,77,1644
6202,6wdd_5.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/6wdd_5.cif,5,77,1640
6203,1vy5_CX.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/1vy5_CX.cif,CX,76,1625
6204,4zsn_XV.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/4zsn_XV.cif,XV,77,1640
6205,6n9f_2x.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/6n9f_2x.cif,2x,76,1625
6206,6cae_1x.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/6cae_1x.cif,1x,76,1625
6207,6bz8_QV.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/6bz8_QV.cif,QV,77,1644
6208,6gsj_2L.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/6gsj_2L.cif,2L,77,1646
6209,7k54_6.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/7k54_6.cif,6,77,1640
6210,4v9s_CX.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/4v9s_CX.cif,CX,76,1623
6211,5uyn_X.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/5uyn_X.cif,X,77,1640
6212,7nrd_Sm.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/7nrd_Sm.cif,Sm,77,1625
6213,7toq_PTRN.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/7toq_PTRN.cif,PTRN,77,1622
6214,4v5k_CW.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/4v5k_CW.cif,CW,77,1640
6215,6zvi_e.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/6zvi_e.cif,e,77,1644
6216,4v7j_Av.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/4v7j_Av.cif,Av,77,1641
6217,8ekb_1x.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/8ekb_1x.cif,1x,76,1625
6218,8g2d_2x.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/8g2d_2x.cif,2x,76,1625
6219,6dnc_LA.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/6dnc_LA.cif,LA,77,1640
6220,5u9g_W.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/5u9g_W.cif,W,77,1640
6221,5wit_1x.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/5wit_1x.cif,1x,76,1625
6222,8ud6_1x.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/8ud6_1x.cif,1x,76,1635
6223,5uyq_X.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/5uyq_X.cif,X,77,1640
6224,7k50_6.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/7k50_6.cif,6,77,1640
6225,8g2a_1x.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/8g2a_1x.cif,1x,77,1646
6226,6ogg_5.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/6ogg_5.cif,5,73,1556
6227,4v5n_AV.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/4v5n_AV.cif,AV,77,1640
6228,5f8k_1x.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/5f8k_1x.cif,1x,76,1625
6229,6xhv_1x.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/6xhv_1x.cif,1x,76,1635
6230,8cvm_C.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/8cvm_C.cif,C,76,1625
6231,8ev7_2x.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/8ev7_2x.cif,2x,76,1625
6232,6ope_XV.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/6ope_XV.cif,XV,77,1640
6233,4lnt_QV.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/4lnt_QV.cif,QV,77,1644
6234,6cfj_1x.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/6cfj_1x.cif,1x,76,1625
6235,4tud_XV.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/4tud_XV.cif,XV,77,1644
6236,5j4c_2x.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/5j4c_2x.cif,2x,76,1625
6237,5vp2_2x.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/5vp2_2x.cif,2x,76,1625
6238,6ndk_XV.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/6ndk_XV.cif,XV,77,1644
6239,6bz6_QV.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/6bz6_QV.cif,QV,77,1644
6240,1vy7_CX.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/1vy7_CX.cif,CX,76,1635
6241,6wdb_6.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/6wdb_6.cif,6,77,1640
6242,4wt8_D4.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/4wt8_D4.cif,D4,76,1623
6243,8bge_4.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/8bge_4.cif,4,77,2478
6244,6qnq_2K.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/6qnq_2K.cif,2K,77,1643
6245,4v95_AV.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/4v95_AV.cif,AV,77,1644
6246,7k00_Z.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/7k00_Z.cif,Z,76,1623
6247,4v63_AY.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/4v63_AY.cif,AY,77,1640
6248,4v7j_Aw.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/4v7j_Aw.cif,Aw,77,1640
6249,4p70_XV.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/4p70_XV.cif,XV,77,1644
6250,4l47_XV.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/4l47_XV.cif,XV,77,1644
6251,4w2f_AX.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/4w2f_AX.cif,AX,76,1625
6252,7st2_6.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/7st2_6.cif,6,77,1640
6253,6gsj_2K.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/6gsj_2K.cif,2K,77,1646
6254,8bhj_4.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/8bhj_4.cif,4,77,2468
6255,5hcp_1x.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/5hcp_1x.cif,1x,76,1625
6256,7u2j_1x.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/7u2j_1x.cif,1x,77,1646
6257,7k50_5.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/7k50_5.cif,5,77,1640
6258,4v4x_AC.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/4v4x_AC.cif,AC,76,1624
6259,5w4k_1x.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/5w4k_1x.cif,1x,76,1625
6260,5d8b_BD.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/5d8b_BD.cif,BD,77,1640
6261,5el4_2L.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/5el4_2L.cif,2L,76,1626
6262,7k52_6.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/7k52_6.cif,6,77,1640
6263,4lfz_QV.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/4lfz_QV.cif,QV,77,1644
6264,4l71_XV.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/4l71_XV.cif,XV,77,1644
6265,6xz7_f.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/6xz7_f.cif,f,76,1625
6266,6wdb_5.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/6wdb_5.cif,5,77,1640
6267,6b4v_IA.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/6b4v_IA.cif,IA,77,1642
6268,6qnq_3L.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/6qnq_3L.cif,3L,77,1640
6269,4v63_AZ.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/4v63_AZ.cif,AZ,77,1640
6270,7tor_ETRN.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/7tor_ETRN.cif,ETRN,77,1640
6271,4v7m_CX.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/4v7m_CX.cif,CX,77,1640
6272,4tub_QV.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/4tub_QV.cif,QV,77,1644
6273,5hcp_2x.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/5hcp_2x.cif,2x,76,1625
6274,5e7k_2L.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/5e7k_2L.cif,2L,77,1646
6275,5imq_4.cif,/Users/eshitagupta/Study/rna_project/cif/rna3db-mmcifs/train_set/component_1/5uyq_X/5imq_4.cif,4,77,1640
